record_id,waveform_file,log_A,valid_len,station_code,origin_time,record_time,mag,eq_lat,eq_lon,depth_km,sta_lat,sta_lon,sta_height_m,epi_dist_km,hypo_dist_km,sampling_hz,original_hz,n_samples,duration_s,pga_ud2_gal,pga_ns1_gal,pga_ew1_gal,scale_ud2,scale_ns1,scale_ew1,npz_path,p_time_s,p_sample,snr_db,cluster,vs30,f0hv,af,prob_cluster0,prob_cluster1,prob_cluster2,max_prob,is_boundary,split
train_0036,record_0036.npz,-2.466185478132449,600,KOCH07,2001/08/24 21:44:00,2001/08/24 21:44:59,4.3,33.98,132.739,48,33.392,133.2866,5.0,82.716,95.634,100,200,12000,120.0,4.947424,6.275892,3.58963,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\KOCH070108242144.npz,2.93,293.0,24.07,2,385.0,3.3784,1.749,0.0138531258490948,0.0081054496310213,0.9780414245198834,0.9780414245198834,False,train
train_0037,record_0037.npz,-1.762062138032917,600,GIFH09,2011/02/27 05:38:00,2011/02/27 05:38:24,5.5,36.155,137.453,4,35.2768,136.7002,5.0,118.973,119.04,100,100,12000,120.0,28.05263,10.484906,38.333159,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\GIFH091102270538.npz,14.45,1445.0,8.1,2,216.0,1.3874,2.2868,5.402355051420966e-07,7.1844940285889215e-09,0.9999994525800008,0.9999994525800008,False,train
train_0038,record_0038.npz,-2.222100162494866,600,GNMH13,2009/08/03 14:13:00,2009/08/03 14:14:27,4.7,38.292,138.782,25,36.862,139.0627,760.0,160.921,162.851,100,100,12000,120.0,21.815113,21.803172,4.250663,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\GNMH130908031413.npz,14.98,1498.0,8.17,1,323.0,8.8235,1.1442,0.4845506943756733,0.5154492915662852,1.4058041414157937e-08,0.5154492915662852,True,train
train_0039,record_0039.npz,-2.358356782915334,600,FKIH03,2002/07/06 06:58:00,2002/07/06 06:58:48,4.1,35.415,136.779,45,35.9415,136.699,510.0,58.988,74.193,100,200,12000,120.0,20.519018,7.753372,7.297993,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\FKIH030207060658.npz,13.9,1390.0,40.24,0,760.0,9.1835,0.7765,0.9869717079391224,0.0130282920606843,1.934105244874645e-13,0.9869717079391224,False,train
train_0040,record_0040.npz,-2.584236789692793,600,HRSH01,2010/07/23 14:25:00,2010/07/23 14:25:58,4.4,33.387,133.108,34,34.3736,133.0236,35.0,109.981,115.117,100,100,12000,120.0,9.670407,17.602539,19.850564,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\HRSH011007231425.npz,19.64,1964.0,9.52,1,403.0,7.9838,0.5689,0.1349753804078098,0.8650240320145001,5.875776902088926e-07,0.8650240320145001,False,train
train_0041,record_0041.npz,-1.9039024534651183,600,AKTH13,2008/06/14 09:00:00,2008/06/14 09:01:04,4.2,39.132,140.918,11,39.9819,140.4072,145.0,104.157,104.736,100,100,12000,120.0,12.953378,14.170466,39.783559,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\AKTH130806140900.npz,4.57,457.0,15.66,1,536.0,6.8716,0.8352,0.2059689878184342,0.7940267778657399,4.234315825564519e-06,0.7940267778657399,False,train
train_0042,record_0042.npz,-2.554635993486029,600,SZOH35,2008/05/01 07:34:00,2008/05/01 07:34:25,4.6,35.437,140.435,36,34.9467,139.0855,140.0,134.202,138.947,100,100,12000,120.0,17.359471,47.381959,6.775046,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\SZOH350805010734.npz,6.21,621.0,14.61,2,158.0,2.1542,1.1741,0.0384987970751549,0.3585616655843965,0.6029395373404484,0.6029395373404484,True,train
train_0043,record_0043.npz,-1.283018232827757,600,NIGH18,2009/05/12 19:40:00,2009/05/12 19:40:23,4.8,37.072,138.532,12,36.9425,138.2594,240.0,28.165,30.615,100,100,12000,120.0,46.960205,8.752907,49.564706,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\NIGH180905121940.npz,15.44,1544.0,10.45,2,311.0,2.1328,1.2672,0.0179053463640638,0.3837682260477652,0.5983264275881708,0.5983264275881708,True,train
train_0044,record_0044.npz,-1.0167156371568231,600,YMGH15,2006/09/26 07:03:00,2006/09/26 07:04:02,5.3,33.505,131.883,70,33.9725,131.8149,100.0,52.364,87.418,100,200,12000,120.0,13.398409,5.346537,4.505634,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\YMGH150609260703.npz,13.96,1396.0,8.69,1,549.0,6.5366,0.5689,0.1727101740245912,0.8272721257211643,1.7700254244726597e-05,0.8272721257211643,False,train
train_0045,record_0045.npz,-2.920270114808216,600,NIGH15,2008/08/20 15:13:00,2008/08/20 15:13:50,4.6,36.057,139.9,45,37.0533,138.9951,358.0,137.133,144.328,100,100,12000,120.0,16.147414,47.573503,24.807845,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\NIGH150808201513.npz,15.29,1529.0,13.72,0,686.0,2.4047,0.6689,0.8520385408665445,0.147947697464567,1.3761668888117692e-05,0.8520385408665445,False,train
train_0046,record_0046.npz,-1.5689188016452773,600,YMTH06,2002/02/12 22:44:00,2002/02/12 22:45:06,5.5,36.588,141.082,48,37.9633,140.1836,233.0,172.35,178.909,100,200,12400,124.0,6.39534,3.33333,3.607273,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\YMTH060202122244.npz,12.91,1291.0,8.89,2,261.0,1.0805,1.0766,0.0121355118048991,0.4851452811217173,0.5027192070733836,0.5027192070733836,True,train
train_0047,record_0047.npz,-1.8364005005501112,600,MYGH09,2002/01/29 08:45:00,2002/01/29 08:45:30,4.8,37.766,141.821,39,38.0091,140.6027,130.0,110.278,116.971,100,200,12000,120.0,6.104946,3.773689,3.862143,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\MYGH090201290845.npz,14.27,1427.0,9.47,1,358.0,0.43492,0.823,0.0165523956999713,0.832531661191104,0.1509159431089249,0.832531661191104,False,train
train_0048,record_0048.npz,-2.68434700478576,600,SITH10,2008/04/10 09:54:00,2008/04/10 09:54:29,4.1,35.802,140.067,68,35.9964,139.2191,180.0,79.373,104.518,100,100,12000,120.0,12.81807,3.139039,55.163327,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\SITH100804100954.npz,3.7,370.0,15.88,1,542.0,7.0105,0.5689,0.1774988402647871,0.822496394859179,4.764876033575585e-06,0.822496394859179,False,train
train_0049,record_0049.npz,-1.047184620457942,600,IBRH15,2005/02/16 04:46:00,2005/02/16 04:46:50,5.4,36.035,139.895,45,36.5566,140.3013,45.0,68.482,81.944,100,200,12000,120.0,17.97986,10.717869,11.193991,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\IBRH150502160446.npz,13.74,1374.0,13.36,1,450.0,8.9121,1.1672,0.4974024185941321,0.5025975706790895,1.0726778627971924e-08,0.5025975706790895,True,train
train_0050,record_0050.npz,-3.077140989390157,600,KKWH13,2008/10/16 20:49:00,2008/10/16 20:49:52,4.2,42.637,142.77,107,43.5113,142.3906,315.0,101.985,147.817,100,100,12000,120.0,17.022788,46.869745,55.180956,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\KKWH130810162049.npz,14.0,1400.0,20.45,1,356.0,5.7974,0.9882,0.0703915468939703,0.9287442947700988,0.0008641583359307,0.9287442947700988,False,train
train_0051,record_0051.npz,-1.1690795593062488,600,FKSH21,2004/10/25 00:28:00,2004/10/25 00:28:17,5.3,37.201,138.87,10,37.3421,139.3147,375.0,42.362,43.526,100,200,12000,120.0,18.950224,8.352518,7.874966,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\FKSH210410250028.npz,3.96,396.0,9.78,1,365.0,2.7113,0.8968,0.0209776022636784,0.8518894181515435,0.127132979584778,0.8518894181515435,False,train
train_0052,record_0052.npz,-2.479742086356977,600,CHBH17,2006/10/18 07:53:00,2006/10/18 07:53:40,4.2,35.702,139.92,56,35.1714,140.3398,10.0,70.196,89.797,100,200,12000,120.0,4.083633,4.159212,4.512072,0.0002384185791015,0.0002384185791015,0.0002384185791015,F:\paper4_data\kiknet_npz\CHBH170610180753.npz,14.86,1486.0,13.04,1,526.0,9.0922,0.9393,0.4480136431739584,0.551986355841582,9.84459369601174e-10,0.551986355841582,True,train
train_0053,record_0053.npz,-2.6766985796399587,600,AICH19,2008/01/27 10:53:00,2008/01/27 10:53:55,4.2,34.892,137.978,16,34.9512,137.4114,545.0,52.076,54.479,100,100,6000,60.0,14.2423,23.714327,9.901696,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\AICH190801271053.npz,7.84,784.0,9.86,0,587.0,9.1835,0.7653,0.5372621795740226,0.462737820208982,2.1699556501247843e-10,0.5372621795740226,True,train
train_0054,record_0054.npz,-2.2060697237209537,600,AKTH01,2008/06/14 10:00:00,2008/06/14 10:00:32,4.5,39.035,140.903,12,39.8147,140.579,318.0,91.056,91.843,100,100,12000,120.0,18.083656,33.103333,136.753095,0.000635249783618,0.0004764783388733,0.0004764783388733,F:\paper4_data\kiknet_npz\AKTH010806141000.npz,14.49,1449.0,12.2,1,475.0,0.79248,0.7844,0.0545181841948122,0.9260441096202368,0.0194377061849508,0.9260441096202368,False,train
